WINE_ID,WINE_NM,WINE_REGION_NM,WINE_CAT,WINE_PC
6968,Gnarly Head Authentic Black Red Blend 2016,"Other Red Blends from Lodi, California",Red Wine,11.99
6969,Gnarly Head Chardonnay 2017,Chardonnay from California,White Wine,11.99
6970,Gnarly Head Pinot Grigio 2017,Pinot Gris/Grigio from California,White Wine,11.99
6971,Gnarly Head Sauvignon Blanc 2017,"Sauvignon Blanc from Monterey, Central Coast, California",White Wine,13.0
6972,Gnarly Head Old Vine Zinfandel 2017,"Zinfandel from Lodi, California",Red Wine,15.0
6973,Gnarly Head Authentic Red Blend 2017,"Other Red Blends from Lodi, California",Red Wine,11.99
6974,Gnarly Head Merlot 2016,Merlot from California,Red Wine,11.99
6975,Gnarly Head Pinot Noir 2017,Pinot Noir from California,Red Wine,11.99
6976,Gnekow Family Winery Campus Oaks Old Vine Zinfandel 2013,"Zinfandel from Lodi, California",Red Wine,12.99
6977,Godelia White 2016,"Other White Wine from Bierzo, Spain",White Wine,18.99
6978,Godelia Mencia Bierzo 2013,"Mencia from Bierzo, Spain",Red Wine,22.99
6979,Golan Heights Yarden Pinot Noir (torn label) 2002,Pinot Noir from Israel,Red Wine,33.99
6980,Goldeneye Anderson Valley Pinot Noir (375ML half-bottle) 2016,"Pinot Noir from Anderson Valley, Mendocino, California",Red Wine,28.99
6981,Goldeneye Anderson Valley Pinot Noir 2016,"Pinot Noir from Anderson Valley, Mendocino, California",Red Wine,58.0
6982,Goldeneye Gowan Creek Vineyard Pinot Noir 2014,"Pinot Noir from Anderson Valley, Mendocino, California",Red Wine,84.0
6983,Goldeneye Gowan Creek Vineyard Pinot Noir 2015,"Pinot Noir from Anderson Valley, Mendocino, California",Red Wine,79.99
6984,Goldeneye Gowan Creek Vineyard Pinot Noir 2013,"Pinot Noir from Anderson Valley, Mendocino, California",Red Wine,82.0
6985,Goldschmidt Vineyard Chelsea Merlot 2016,"Merlot from Alexander Valley, Sonoma County, California",Red Wine,19.99
6986,Goldschmidt Vineyard Forefathers Lone Tree Vineyard Cabernet Sauvignon 2015,"Cabernet Sauvignon from Alexander Valley, Sonoma County, California",Red Wine,51.99
6987,Goldschmidt Vineyard Yoeman Cabernet Sauvignon 2014,"Cabernet Sauvignon from Alexander Valley, Sonoma County, California",Red Wine,79.99
6988,Goldschmidt Vineyard Singing Tree Chardonnay 2016,"Chardonnay from Russian River, Sonoma County, California",White Wine,17.99
6989,Goldschmidt Vineyard Crazy Creek Cabernet Sauvignon 2016,"Cabernet Sauvignon from Alexander Valley, Sonoma County, California",Red Wine,22.99
6990,Goldschmidt Vineyard Hilary Cabernet Sauvignon 2015,"Cabernet Sauvignon from Oakville, Napa Valley, California",Red Wine,41.99
6991,Gomez Cruzado Rioja Crianza 2014,"Tempranillo from Rioja, Spain",Red Wine,22.99
6992,Gonet-Medeville Tradition Premier Cru,"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,55.0
6993,Gonzalez Byass Vina AB Amontillado Sherry,"Sherry from Jerez, Spain",,27.99
6994,Gonzalez Byass La Copa Vermouth,"Vermouth from Jerez, Spain",,26.99
6995,Gonzalez Byass Cristina Medium Pedro Ximenez Sherry,"Sherry from Jerez, Spain",,29.99
6996,Gonzalez Byass Del Duque Amontillado Sherry (375ML),"Sherry from Jerez, Spain",,49.99
6997,Gonzalez Byass Nectar Pedro Ximinez Sherry,"Sherry from Jerez, Spain",,26.99
6998,Gonzalez Byass Leonor Palo Cortado Sherry,"Sherry from Jerez, Spain",,28.99
6999,Goose Bay Sauvignon Blanc 2010,"Sauvignon Blanc from Marlborough, New Zealand",White Wine,20.0
7000,Goose Bay Sauvignon Blanc 2016,"Sauvignon Blanc from Marlborough, New Zealand",White Wine,19.99
7001,Goosecross Pinot Noir 2013,"Pinot Noir from Carneros, California",Red Wine,56.98
7002,Goosecross Usibelli Sauvignon Blanc 2017,"Sauvignon Blanc from Napa Valley, California",White Wine,31.99
7003,Goosecross Chardonnay 2012,"Chardonnay from Carneros, California",White Wine,57.99
7004,Goosecross State Lane Cabernet Sauvignon 2010,"Cabernet Sauvignon from Napa Valley, California",Red Wine,58.0
7005,Goosecross Cabernet Sauvignon 2015,"Cabernet Sauvignon from Napa Valley, California",Red Wine,57.99
7006,Goosecross Chardonnay 2016,"Chardonnay from Napa Valley, California",White Wine,39.99
7007,Goosecross Syrah 2015,"Syrah/Shiraz from Napa Valley, California",Red Wine,43.99
7008,Goosecross State Lane Cabernet Sauvignon 2014,"Cabernet Sauvignon from Napa Valley, California",Red Wine,71.99
7009,Gordo 2014,Mourvedre from Spain,Red Wine,16.99
7010,Gosset Brut Excellence,"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,45.0
7011,Gosset Grand Rose Brut,"Rosé Sparkling Wine from Champagne, France",Sparkling & Champagne,85.0
7012,Gosset Grand Blanc de Noirs Extra Brut,"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,125.0
7013,Gosset Grande Reserve Brut,"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,70.0
7014,Gosset Celebris Extra Brut 2004,"Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,198.0
7015,Gosset Grande Reserve Brut (1.5 Liter Magnum),"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,139.97
7016,Gosset Celebris Extra Brut Rose 2007,"Rosé Sparkling Wine from Champagne, France",Sparkling & Champagne,220.0
7017,Gosset Grand Millesime Brut 2006,"Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,95.0
7018,Gosset Grand Blanc de Blancs Brut,"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,89.99
7019,Gouguenheim Reserva Malbec 2016,"Malbec from Uco Valley, Mendoza, Argentina",Red Wine,13.99
7020,Gouguenheim Reserva Malbec 2015,"Malbec from Uco Valley, Mendoza, Argentina",Red Wine,12.99
7021,Grable Vineyards Patience Cabernet Sauvignon 2012,"Cabernet Sauvignon from Knights Valley, Sonoma County, California",Red Wine,79.99
7022,Grable Vineyards House Creek Vineyard Chardonnay 2014,"Chardonnay from Knights Valley, Sonoma County, California",White Wine,41.99
7023,Grable Vineyards Liquid Twitter Cabernet Sauvignon 2012,"Cabernet Sauvignon from Knights Valley, Sonoma County, California",Red Wine,84.99
7024,Grace Family Cabernet Sauvignon 2004,"Cabernet Sauvignon from Napa Valley, California",Red Wine,249.97
7025,Grace Family Cabernet Sauvignon 2014,"Cabernet Sauvignon from Napa Valley, California",Red Wine,299.97
7026,Grace Family Cabernet Sauvignon 2005,"Cabernet Sauvignon from Napa Valley, California",Red Wine,249.97
7027,Grace Family Cabernet Sauvignon 2013,"Cabernet Sauvignon from Napa Valley, California",Red Wine,319.97
7028,Grace Family Cabernet Sauvignon 2011,"Cabernet Sauvignon from Napa Valley, California",Red Wine,229.97
7029,Grace Family Cabernet Sauvignon 2012,"Cabernet Sauvignon from Napa Valley, California",Red Wine,289.97
7030,Graffigna Centenario Malbec 2016,"Malbec from San Juan, Argentina",Red Wine,13.99
7031,Graffigna Pinot Grigio 2017,"Pinot Gris/Grigio from San Juan, Argentina",White Wine,10.99
7032,Graffito Malbec 2016,"Malbec from Uco Valley, Mendoza, Argentina",Red Wine,20.0
7033,Graham Beck Brut Methode Cap Classique,Non-Vintage Sparkling Wine from South Africa,Sparkling & Champagne,16.99
7034,Graham Beck Game Reserve Chardonnay 2015,Chardonnay from South Africa,White Wine,16.99
7035,Graham Beck Game Reserve Sauvignon Blanc 2016,Sauvignon Blanc from South Africa,White Wine,13.99
7036,Graham Beck Game Reserve Pinotage 2015,Pinotage from South Africa,Red Wine,14.99
7037,Graham Beck Brut Rose,Rosé Sparkling Wine from South Africa,Sparkling & Champagne,17.99
7038,Graham Beck Bliss Demi Sec,Non-Vintage Sparkling Wine from South Africa,Sparkling & Champagne,17.0
7039,Graham Beck Methode Cap Classique Brut Rose 2011,Rosé Sparkling Wine from South Africa,Sparkling & Champagne,19.99
7040,Graham Beck The Game Reserve Cabernet Sauvignon 2014,Cabernet Sauvignon from South Africa,Red Wine,18.0
7041,Graham Beck Game Reserve Chenin Blanc 2015,Chenin Blanc from South Africa,White Wine,14.99
7042,Graham Beck Game Reserve Shiraz 2014,Syrah/Shiraz from South Africa,Red Wine,15.99
7043,Graham's Quinta Dos Malvedos Vintage Port 2004,"Port from Douro, Portugal",,60.0
7044,Graham's Quinta Dos Malvedos Vintage Port (375ML half-bottle) 2001,"Port from Douro, Portugal",,29.99
7045,Graham's 20 Year Old Tawny Port (375ML half-bottle),"Port from Douro, Portugal",Green Wine,34.99
7046,Graham's Vintage Port 2000,"Port from Douro, Portugal",Collectible,99.99
7047,Graham's 40 Year Old Tawny Port,"Port from Douro, Portugal",,220.0
7048,Graham's Vintage Port (375ML half-bottle) 2000,"Port from Douro, Portugal",,52.99
7049,Graham's Vintage Port 1983,"Port from Douro, Portugal",Collectible,129.99
7050,Graham's Vintage Port (375ML half-bottle) 2016,"Port from Douro, Portugal",Collectible,62.99
7051,Graham's 20 Year Old Tawny Port,"Port from Douro, Portugal",Green Wine,60.0
7052,Graham's Fine Tawny Porto,"Port from Douro, Portugal",,16.99
7053,Graham's Vintage Port 1994,"Port from Douro, Portugal",Collectible,107.99
7054,Graham's Stone Terraces Vintage Port 2015,"Port from Douro, Portugal",Collectible,204.99
7055,Graham's Six Grapes Special River Quintas Edition Reserve Port,"Port from Douro, Portugal",Boutique,42.0
7056,Graham's Vintage Port (375ML half-bottle) 2011,"Port from Douro, Portugal",Collectible,55.99
7057,Graham's 30 Year Old Tawny Port,"Port from Douro, Portugal",,109.99
7058,Graham's 10 Year Old Tawny Port,"Port from Douro, Portugal",,36.0
7059,Graham's Vintage Port 2016,"Port from Douro, Portugal",Collectible,150.0
7060,Graham's Vintage Port 2011,"Port from Douro, Portugal",Collectible,99.99
7061,Graham's Six Grapes Reserve Port,"Port from Douro, Portugal",,23.0
7062,Graham's Six Grapes Reserve Port (375ML half-bottle),"Port from Douro, Portugal",,13.99
7063,Gramercy Cellars Cabernet Sauvignon 2014,"Cabernet Sauvignon from Columbia Valley, Washington",Red Wine,49.99
7064,Gramercy Cellars Lower East Cabernet Sauvignon 2014,"Cabernet Sauvignon from Walla Walla Valley, Columbia Valley, Washington",Red Wine,34.99
7065,Gramercy Cellars Lower East Syrah 2015,"Syrah/Shiraz from Columbia Valley, Washington",Red Wine,25.0
7066,Gramona III Lustros 2010,"Vintage Sparkling Wine from Penedes, Spain",Sparkling & Champagne,49.99
7067,Gramona Gessami Blanco Penedes 2015,"Other White Blends from Penedes, Spain",White Wine,17.99
7068,Gramona La Cuvee Cava 2013,"Vintage Sparkling Wine from Penedes, Spain",Sparkling & Champagne,21.99
7069,Gran Moraine Rose of Pinot Noir 2016,"Rosé from Willamette Valley, Oregon",Pink and Rosé,25.99
7070,Gran Moraine Rose of Pinot Noir 2017,"Rosé from Willamette Valley, Oregon",Pink and Rosé,31.99
7071,Gran Moraine Yamhill-Carlton Chardonnay 2015,"Chardonnay from Yamhill-Carlton District, Willamette Valley, Oregon",White Wine,45.99
7072,Gran Passione Rosso 2017,"Other Red Blends from Veneto, Italy",Red Wine,12.99
7073,Gran Sarao Cava Rose,"Rosé Sparkling Wine from Penedes, Spain",Sparkling & Champagne,12.99
7074,Gran Sarao Cava Brut,Non-Vintage Sparkling Wine from Spain,Sparkling & Champagne,14.0
7075,Granbazan Etiqueta Ambar Albarino 2017,"Albarino from Rias Baixas, Spain",White Wine,21.99
7076,Granbazan Etiqueta Verde Albarino 2017,"Albarino from Rias Baixas, Spain",White Wine,19.99
7077,Grand Cros L'Esprit de Provence Rose 2016,"Rosé from Cotes de Provence, Provence, France",Pink and Rosé,17.99
7078,Grand Cros L'Esprit de Provence White 2014,"Other White Blends from Cotes de Provence, Provence, France",White Wine,22.98
7079,Grand Cros La Rivale Rose Brut,"Rosé Sparkling Wine from Provence, France",Sparkling & Champagne,17.99
7080,Grand Cros Jules Rose 2016,"Rosé from Cotes de Provence, Provence, France",Pink and Rosé,15.99
7081,Grand Cros L'Esprit de Provence Rose 2017,"Rosé from Cotes de Provence, Provence, France",Pink and Rosé,19.99
7082,Grans-Fassian Estate Riesling 2014,"Riesling from Mosel, Germany",White Wine,29.99
7083,Gravel Bar Cabernet Sauvignon 2016,"Cabernet Sauvignon from Columbia Valley, Washington",Red Wine,18.99
7084,Gravel Bar Chardonnay 2016,"Chardonnay from Columbia Valley, Washington",White Wine,15.99
7085,Grayson Cellars Chardonnay 2017,Chardonnay from California,White Wine,8.99
7086,Grayson Cellars Zinfandel 2017,Zinfandel from California,Red Wine,11.99
7087,Grayson Cellars Cabernet Sauvignon 2017,Cabernet Sauvignon from California,Red Wine,9.99
7088,Green & Red Petite Sirah 2014,"Petite Sirah from Chiles Valley, Napa Valley, California",Red Wine,28.99
7089,Green & Red Catacula Vineyard Sauvignon Blanc 2014,"Sauvignon Blanc from Napa Valley, California",White Wine,24.99
7090,Green & Red Tip Top Vineyard Syrah 2014,"Syrah/Shiraz from Napa Valley, California",Red Wine,28.99
7091,Green & Red Tip Top Vineyard Zinfandel 2014,"Zinfandel from Napa Valley, California",Red Wine,35.99
7092,Green & Red Chiles Mill Vineyards Zinfandel 2014,"Zinfandel from Napa Valley, California",Red Wine,32.99
7093,Green & Red Catacula Vineyard Sauvignon Blanc 2016,"Sauvignon Blanc from Napa Valley, California",White Wine,22.99
7094,Green & Red Chiles Canyon Vineyards Zinfandel 2016,"Zinfandel from Napa Valley, California",Red Wine,26.99
7095,Green & Red Chiles Canyon Vineyards Zinfandel 2015,"Zinfandel from Napa Valley, California",Red Wine,24.99
7096,Green Lip Sauvignon Blanc 2014,"Sauvignon Blanc from Marlborough, New Zealand",White Wine,16.99
7097,Greenock Creek Apricot Block Shiraz 2005,"Syrah/Shiraz from Barossa Valley, Barossa, Australia",Red Wine,108.97
7098,Greenock Creek Cabernet Sauvignon 2001,Cabernet Sauvignon from Australia,Red Wine,79.97
7099,Greenock Creek Roennfeldt Road Shiraz 2001,"Syrah/Shiraz from Barossa Valley, Barossa, Australia",Red Wine,399.97
7100,Greenock Creek Roennfeldt Road Shiraz 2000,"Syrah/Shiraz from Barossa Valley, Barossa, Australia",Red Wine,350.0
7101,Greenstone Vineyards Estate Pinot Noir 2016,"Pinot Noir from Yarra Valley, Australia",Red Wine,12.99
7102,Greer Cabernet Sauvignon 2014,"Cabernet Sauvignon from Napa Valley, California",Red Wine,279.97
7103,Greg Norman Estates Santa Barbara County Pinot Noir 2016,"Pinot Noir from Santa Barbara, Central Coast, California",Red Wine,15.0
7104,Greg Norman Estates Limestone Coast Cabernet/Merlot 2016,"Bordeaux Red Blends from Coonawarra, Limestone Coast, Australia",Red Wine,14.99
7105,Greg Norman Estates Paso Robles Cabernet Sauvignon 2016,"Cabernet Sauvignon from Paso Robles, Central Coast, California",Red Wine,13.99
7106,Greg Norman Estates Limestone Coast Shiraz 2016,Syrah/Shiraz from Australia,Red Wine,13.99
7107,Gregory Graham Crimson Hill Vineyard Syrah 2013,"Syrah/Shiraz from Red Hills, Lake County, North Coast, California",Red Wine,22.99
7108,Gregory Graham Crimson Hill Vineyard Grenache 2013,"Grenache from Red Hills, Lake County, North Coast, California",Red Wine,31.99
7109,Gregory Graham Bartolucci Vineyard Viognier 2013,"Viognier from Lake County, North Coast, California",White Wine,25.99
7110,Gregory Graham Moscato del Fresco (375ML half-bottle) 2014,"Muscat from Lake County, North Coast, California",White Wine,18.0
7111,Gregory Graham Sauvignon Blanc 2016,"Sauvignon Blanc from North Coast, California",White Wine,20.99
7112,Gregory Graham Sangiacomo Vineyard Chardonnay 2016,"Chardonnay from Carneros, California",White Wine,32.0
7113,Gregory Graham Bartolucci Vineyard Viognier 2014,"Viognier from Lake County, North Coast, California",White Wine,26.99
7114,Gregory Graham Magma Red 2012,"Bordeaux Red Blends from Red Hills, Lake County, North Coast, California",Red Wine,28.99
7115,Gregory Graham Estate Cabernet Sauvignon 2013,"Cabernet Sauvignon from Red Hills, Lake County, North Coast, California",Red Wine,32.99
7116,Gregory Graham Estate Cabernet Sauvignon 2012,"Cabernet Sauvignon from Red Hills, Lake County, North Coast, California",Red Wine,30.0
7117,Gregory Graham Sonoma Coast Pinot Noir 2013,"Pinot Noir from Sonoma Coast, Sonoma County, California",Red Wine,37.99
7118,Gregory Graham Cinder Cone Reserve Red 2012,"Other Red Blends from Red Hills, Lake County, North Coast, California",Red Wine,28.0
7119,Gregory Graham Crimson Hill Vineyard Syrah 2012,"Syrah/Shiraz from Red Hills, Lake County, North Coast, California",Red Wine,23.99
7120,Gregory Graham Magma Red 2013,"Bordeaux Red Blends from Red Hills, Lake County, North Coast, California",Red Wine,27.99
7121,Gregory Graham Wedge Block Vineyard Chardonnay 2015,"Chardonnay from Lake County, North Coast, California",White Wine,22.99
7122,Gregory Graham Sonoma Coast Pinot Noir 2012,"Pinot Noir from Sonoma Coast, Sonoma County, California",Red Wine,36.99
7123,Gregory James Patient Terrier Sonoma Coast Chardonnay 2014,"Chardonnay from Sonoma Coast, Sonoma County, California",White Wine,38.0
7124,Greystone Cellars Petite Sirah 2015,Petite Sirah from California,Red Wine,14.0
7125,Greystone Cellars Chardonnay 2017,Chardonnay from California,White Wine,14.0
7126,Greystone Cellars Chardonnay 2014,Chardonnay from California,White Wine,14.0
7127,Greystone Cellars Merlot 2015,Merlot from California,Red Wine,12.99
7128,Greystone Cellars Cabernet Sauvignon 2015,Cabernet Sauvignon from California,Red Wine,14.0
7129,Greywacke Pinot Noir 2015,"Pinot Noir from Marlborough, New Zealand",Red Wine,37.99
7130,Greywacke Sauvignon Blanc 2017,"Sauvignon Blanc from Marlborough, New Zealand",White Wine,23.0
7131,Greywacke Pinot Gris 2015,"Pinot Gris/Grigio from Marlborough, New Zealand",White Wine,25.99
7132,Greywacke Chardonnay 2014,"Chardonnay from Marlborough, New Zealand",White Wine,39.0
7133,Grgich Hills Estate Fume Blanc 2016,"Sauvignon Blanc from Napa Valley, California",White Wine,31.0
7134,Grgich Hills Estate Rose 2018,"Rosé from Napa Valley, California",Pink and Rosé,24.99
7135,Grgich Hills Estate Cabernet Sauvignon (3 Liter Bottle) 2013,"Cabernet Sauvignon from Napa Valley, California",Red Wine,299.97
7136,Grgich Hills Estate Cabernet Sauvignon 2003,"Cabernet Sauvignon from Napa Valley, California",Red Wine,154.97
7137,Grgich Hills Estate Chardonnay (375ML half-bottle) 2015,"Chardonnay from Napa Valley, California",White Wine,24.99
7138,Grgich Hills Estate Chardonnay (1.5 Liter Magnum) 2013,"Chardonnay from Napa Valley, California",White Wine,118.97
7139,Grgich Hills Estate Yountville Selection Cabernet Sauvignon 2006,"Cabernet Sauvignon from Napa Valley, California",Red Wine,259.97
7140,Grgich Hills Estate Yountville Old Vine Cabernet Sauvignon 2013,"Cabernet Sauvignon from Yountville, Napa Valley, California",Red Wine,185.0
7141,Grgich Hills Estate Merlot (375ML half-bottle) 2014,"Merlot from Napa Valley, California",Red Wine,21.99
7142,Grgich Hills Estate Cabernet Sauvignon 2014,"Cabernet Sauvignon from Napa Valley, California",Red Wine,69.99
7143,Grgich Hills Estate Chardonnay 2014,"Chardonnay from Napa Valley, California",White Wine,43.0
7144,Grgich Hills Estate Cabernet Sauvignon (1.5 Liter Magnum) 2014,"Cabernet Sauvignon from Napa Valley, California",Red Wine,150.0
7145,Grgich Hills Estate Chardonnay (1.5 Liter Magnum) 2014,"Chardonnay from Napa Valley, California",White Wine,99.99
7146,Grgich Hills Estate Merlot 2014,"Merlot from Napa Valley, California",Red Wine,43.0
7147,Grgich Hills Estate Fume Blanc (375ML half-bottle) 2017,"Sauvignon Blanc from Napa Valley, California",White Wine,18.99
7148,Grgich Hills Estate Fume Blanc (375ML half-bottle) 2014,"Sauvignon Blanc from Napa Valley, California",White Wine,18.99
